text,label
@hjispooky le pire c que mtn c'est mon voisin en cours de math et on se tape des barres h24 en repensant à  la prima €¦ https://t.co/WXSJZ1HsQZ,none
@yuklie_ @DVMN_icy J'ai entendu  «  sale pd   »,homophobia
CLAXTON MONTRE LUI à€ CE PD DE DIRTY PLAYER QU'EST GIANNIS,homophobia
@Loguito6 43 final tcc et je suis presque sur à  10000% que des final ou il ne marque pas ou fais de pd existe en pl €¦ https://t.co/prqrn4GP4m,homophobia
@footmercato Chui CR7 mais c'est lui ce ptit pd ðŸ¥²ðŸ˜­,homophobia
@FCBSupremacy @Loguito6 pas sur le 49 g/a soit vrai si on enlevé les championnat car c'est pas une compétition à  él €¦ https://t.co/ScGr1jvw9n,none
@alfeerique j'suis archi déçu j'voulais que des homophobes aient mon sang de pd dans leurs veines,none
"@chaemolke C pas une question de niveau
Cmt voulez vous qu on prenne une cause au sérieux qd on ne prend pas au com €¦ https://t.co/KknQjYYELo",none
@Tintonvlc Généralement non. Mais je eu une aventure avec une lesbienne qui a eu des problèmes avec ses copines qua €¦ https://t.co/JdZhoZ4zFq,none
"@Leokhanez Ptdrr catastrophique màªme c'est peu pour le dire,il a été décisif à  aucun moment ,ni pd ni but pour un a €¦ https://t.co/3nAC8CXTNe",none
Trop hà¢te de rentrer dans mon personnage de tonton pédé bourré et de bitcher avec tout les gosses sur leur parents :3,homophobia
"Faire un attentà¢t au camion bélier devant une école c pedophile parce que pourquoi tu rentres violemment des des enfants ? 

Pd vas !",homophobia
"@MarvH3eme @clfeu Tu devrais te forcer à  lire un tome au moins une fois. Si le style  «  one piece   » ne te plaît pas, €¦ https://t.co/zw4mK0S62T",none
à‰tonné que personne m'ai roast ma race  on dirait une putain de lesbienne https://t.co/MFUI5kNJKT,homophobia
ptn c dur detre lesbienne €¦. trop defforts sont demandés €¦..,none
@Uzumaki_D_Byl pq j'ai ton odeur sur moi pd,homophobia
"En deux jours et sans le faire exprès, je viens de voir deux films avec une actrice que je ne connaissais pas : Ana €¦ https://t.co/TkHu8luNUi",none
@JHardenFR2 6 pd en 1 qt pour l'oracle et des gens doutent encore de son apport offensif ðŸ˜¹ðŸ˜¹,homophobia
Askip c'est une vibe lesbienne/bi + garçon manqué et je suis la rebelle de ma famille ðŸ™‚,none
@GrandeMytsei @BerkanFTN @xenonftn_ toi aussi on t'a pas parler t'es bzr pine tmr ailleur pti pd,homophobia
et que j'étais lesbienne et que j'étais sorti avec une meuf plus à¢gée. C'était quasiment vrai aussi mdrrrrrr jpp de moi,none
@mhs1180 A j'ai compris t'es pd ðŸ˜,homophobia
@elonmusk sale pd remets Twitter comme c'était avant,homophobia
SUPPRIME ET ARRàŠTE TA DIFFAMATION JE SUIS LESBIENNE https://t.co/VkgwLGi3HF https://t.co/zpxIagEQUp,none
@CeeSnipes Nan je dec c'est raciste pd,homophobia
Mais la partie 4 de Paradise PD ils sont allés vraiment loin j'ai pas les mots ðŸ˜­,none
"RT @MSolidarites: ðŸ”¥ C'est aujourd'hui ðŸ”¥
 
 Rendez-vous à  11h Porte de la Chapelle pour la Journée internationale des migrant ·e ·s : Manifestat €¦",none
@ptiloup44 @CarrPatrick2 Pourquoi MENTEZ-VOUS en l'accusant de harcèlement ce qui est de la pure diffamation ? Il n €¦ https://t.co/Q7f1yD0tR5,none
@ajplusfrancais Comment un migrant arrivant d'Algerie peut àªtre discriminé en France et surtout dans le 9-3 ?,racism
@F_Desouche Encore un patrimoine qui va partir en fumée. J'espère qu'ils ont prévu une salle de prière islamique ! #stopimmigration #Migrant,none
@RFI Seuls les gros connards vont regarder ce lamentable spectacle de la honte.,bullying
"@lestrepublicain - gros con.
 - ordure
 - fumier
 - inhumain
 - complice de crimes
 
 #deRien",hate_speech
 šª “‚ï¸ Argentine-France : gros déséquilibre en tribune #TeamOM ðŸ‘‡ https://t.co/TLI10fEL2W,none
"RT @menton_z: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces destru €¦",none
RT @Jen_Cleopatra: A quand une miss France avec des gros boobs pour que je me sente enfin représentée ? ðŸ˜,sexism
@EmmanuelMacron Putain mais occupe toi plutà´t de tes concitoyens qui crèvent de froid dand ton pays gros c'est ton €¦ https://t.co/bT7DEpNqFg,none
@GilbertCollard Il est rudement physionomiste celui qui a reconnu un migrant marocain ðŸ˜‚,none
"@ericvidalenc Petit rappel : faut écouter la vidéo avant d'en écrire une critique
 
 Sinon on passe pour un gros débile",bullying
RT @Monsieurbai: Finale de la coupe du monde : vais je boycotter ou aller voir le match comme un gros là¢che ? Réponse dans mon billet du jo €¦,none
@jmyremets T'es vraiment un gros con débile dangereux  š ï¸,hate_speech
Comment je me suis disputée :  « Mon beau-père me traite de connasse et de bonne à  rien au repas de Noël  » €¦ https://t.co/biQO9OYO1J,bullying
@FilSport @insta360 Bonjour je participe et je croise mes gros doigts boudinés. ðŸ¤ž,none
"@GastonTrougnard Je ne remercie quasiment jamais, hormis quand un automobiliste me laisse enfin passer sur un gros €¦ https://t.co/uDYcEPLR3y",none
@velma_bella @Hubert_de_la_B achète plutà´t un gros pull et fonce t'offrir cette putain de console bordel !,hate_speech
@GilbertCollard Maître Collard comment pouvais vous certifier que cette individu est un migrant et aussi un marocai €¦ https://t.co/ifiDNrTKRZ,none
@dr_l_alexandre @moderna_tx gros mensonges Stop fake..en tous les cas pour le covid après pour le cancer pourquoi p €¦ https://t.co/28DrAAt0cY,none
"RT @kisscoo65376227: Il y a vraiment de gros problèmes d'attente pour les métros et les bus en particulier !
 
 Que prévoyez-vous concrètemen €¦",none
@publicsenat @AQuatennens @MathildePanot Elle est conne ou elle fait semblant ?? à€ moins qu'elle ne soit atteinte d €¦ https://t.co/pxubN7uNAq,none
RT @carolinedehaas: Vous semblez également découvrir que des militants insoumis harcèlent les personnes qui ne sont pas d'accord avec la li €¦,hate_speech
"@EmmanuelMacron T'as une capacité extraordinaire à  l'incohérence
 Tu t'en fouts des pauvres qui sont morts pour cons €¦ https://t.co/8fxMGyZiOS",hate_speech
Finale de la coupe du monde : vais je boycotter ou aller voir le match comme un gros là¢che ? Réponse dans mon bille €¦ https://t.co/FsdUZKsD7G,none
"RT @MllerQuentin: Volet N*5 et dernier - ITW de Zyad Ibhais, frère de l'embastillé Abdullah, ancien chef des relations médias de l'orga de €¦",none
"RT @le_Parisien: Bonjour et bienvenue dans ce direct consacré à  la guerre en Ukraine
 
 - Samedi, de nouvelles frappes russes ont fait cinq m €¦",none
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",none
"Au 1er tour, le public accorde 120 points et le jury, de par ses égalités, 134 points. On est sur un 53%-47% au lie €¦ https://t.co/HxS6fGPVzg",none
"Kendji Girac, gros malaise au sacre d'Indira Ampiot Miss France 2023 https://t.co/cOL0Lungv6",none
"un de mes premiers souvenirs de foot, la main de Marius Trésor face à  l'Argentine en 1978 et un gros sentiment de s €¦ https://t.co/rEXxKMEoNd",none
@PCSFMINFO Oui nous c'est pareil. La petite est hyper déçue bref c'est vraiment un gros gà¢chis. Désolée pour toi  ¤ï¸,none
"@lain_philippe @BatmanPSG69 @realmarcel1 Et tu crois que le travail c'est la seule raison de sortir de chez soi?
 Je €¦ https://t.co/dThD30ddQL",none
@dcrossbowxxx Attention Whore : la définition la plus vulgaire selon Wikipedia :  « Personne ayant un besoin pathéti €¦ https://t.co/nloKiicCoa,hate_speech
et puis flemme à  part si la personne est de sexe masculin grande et a des gros bras là  dans ce cas ça me dérange pa €¦ https://t.co/exK0tRoWtg,bullying
Que les gros racistes se soutiennent entre eux c'est très bien,racism
"@GilbertCollard Toujours dans la division 
 Un migrant qui a parcouru mer et terre pour se mettre à  l'abri n'a vraim €¦ https://t.co/lmGrpBItuE",none
@Yumekoala1 @hvt_louis @danivempire666 Juste n'importe quoi. Un gros pc ou tu veux faire tourner les derniers jeux €¦ https://t.co/P8CI5iWdrA,none
"RT @pbeyssac: Ironie, ce qui est présenté comme une approche essentiellement ""non marchande"" est en fait la copie de l'approche ultra-march €¦",none
"@felhagehistoire @Taigasangare @JTram_ Ce n'est PAS une question de pincement au cÅ“ur, enfin ! C'est une question d €¦ https://t.co/NG0uwR4ec8",none
"RT @fedoriphore: à€ l'approche de Noël et pour clore 2022, dans un soucis d'apaisement je viens de débloquer un gros paquet de comptes de g €¦",none
@Dauvers70 @Danone_Yaourt Il y a quand màªme un gros problème d'hygiène avec ce vrac. Et personne n'essaie de le résoudre.,none
@jmaphatie @AQuatennens @FranceInsoumise Signalé pour harcèlement !,none
@Raslebo75750522 @jmaphatie @AQuatennens @FranceInsoumise A chaque fois je le signale pour harcèlement !,none
"Samsung ils sont trop mignons. Ils font une pub pour le z flip 4 à  la télé, mais ils sont màªme pas capables de suiv €¦ https://t.co/Rj4kSkf54h",none
"RT @EELVPB: MANIFESTATION A BAYONNE, LE 17 DECEMBRE A 11H POUR LA REGULARISATION DES SANS-PAPIERS ET POUR L'EGALITE DES DROITS.
 En réponse €¦",none
"RT @EelvGironde: Les écologistes appellent à  se joindre à  la manifestation prévue ce dimanche 18 décembre à  14h, place de la Victoire pour €¦",none
"RT @FerrariF1FRA: ðŸ”´ THREAD sur les nouveautés attendues sur la Ferrari 2023 :
 
 - Différences visibles sur les cà´tés et la partie arrière.
 - €¦",none
"@hex4647 @Venivedivici16 @msmontfort Oh le joli amalgame migrant/prison
 Très bien placé JV",none
"RT @AmnestyLux: La Journée internationale des migrant ·e ·s, c'est aujourd'hui ðŸ‘‰ nous vous invitons à  en apprendre plus sur ce dossier, en li €¦",none
"RT @BFMTV: ""L'Argentine, ça va àªtre un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à  Doha pour soutenir les €¦",hate_speech
"ðŸ”´L'homme aux plus gros testicules du monde, se les est fait enlever https://t.co/hQYZW3Q5KG",none
"RT @eric_gernez: Opinion : Interdiction de l'utilisation du mot nègre
 ""avec l'interdiction du mot nègre, une culture est blanchie à  la chau €¦",racism
@MathieuSlama Non on assiste d'abord à  la violence croissante de #Migrant et #musulmans dissimulée par vos amis de €¦ https://t.co/XmRZNl7D9g,none
@ralifromparis @tvlofficiel C'est surtout choquant de mettre des migrant là -bas alors que des sdf français n'ont pas d'hébergement €¦,none
@Trouillet_ J'aurais voulu qu'il mette son gros fiak aussi,none
"RT @BFMTV: ""L'Argentine, ça va àªtre un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à  Doha pour soutenir les €¦",none
@silkcoleman1 @lasource75006 T'es complément debile toi heureusement que toute la France n'est pas comme toi,hate_speech
@plaisirdouble3 Coucou très belle gros bisous  ¤ï¸,none
@sof_l4 @flo_thm Euh .. tu vis dans quel monde espèce de sombre connasse ?? Allez vas te balader dans le 93 et vas €¦ https://t.co/V1LsjExSkB,hate_speech
"@Maxou_LaMenace Je suis très contente pour toi, aujourd'hui un gros suspens avec le match des bleus ! je bois le ca €¦ https://t.co/8h7TPx8U0Z",none
"@AfterRMC @walidacherchour Tkt gros, l Algérie ne sera jamais en finale de cdm donc tu n'auras pas à  choisir",bullying
"RT @Choubouloute_: Chaque année notre miss passe pour une débile parce qu'elle ne sait pas s'exprimer et ça ne dérange pas le comité, proba €¦",bullying
@FlowSama3 @RMCsport L'infà¢me fils de pute broie ta soeur sale raciste,hate_speech
@LepretreTony  €¦ que vous àªtes immonde. Vous avez oublié de mentionner le cannibalisme de petits enfants par l'Ukrai €¦ https://t.co/krh1dFbD91,none
"#migrant sauvés...fait chié !
 
 https://t.co/kfJqJOKfPL",none
"""L'Argentine, ça va àªtre un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à  Doha pour €¦ https://t.co/IRA9WdDFNh",none
" œŠ A tout à  l'heure à  la manif de la #journée internationale des #migrants.
 Pour #Montpellier le rdv est à  11h place €¦ https://t.co/8kutMwEUnK",none
"ðŸ”¥ C'est aujourd'hui ðŸ”¥
 
 Journée internationale des migrant ·e ·s 
 
 Contre Darmanin et son monde : Solidarité, Liberté, €¦ https://t.co/OtMS9WvPU0",none
Une villa inhabitable suite à  un gros incendie ce dimanche matin à  Saint-Sauveur https://t.co/xbBYCqhrOY https://t.co/HOky7iE5Zs,none
"@AlexisPhilo En gros, Lyon / Lyon ...
 Pas très mobile le monsieur ðŸ˜ðŸ˜",none
"18 décembre. Aujourd'hui c'est la journée internationale des migrant.e.s. Alors, exigeons la régularisation général €¦ https://t.co/klmG1WuTXo",none
@Chtybou @bertrand_k @MaxPouss La commu du catch l'a rincé comme il fallait suite au harcèlement qu'il avait prit s €¦ https://t.co/YrbHjWfKHO,none
"RT @SebaouiHammou: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vi €¦",none
@le_6e_homme Apparemment il a été victime d'une règle débile qui interdit les joueurs de parler aux fans. Cette NBA €¦ https://t.co/bHkRWHyY2N,bullying
"@KLeagueFr @JLeagueFra Shonan fait un très bon mercato, ils ont màªme réussi à  renouveler Machino alors qu'il y avai €¦ https://t.co/hwXf0Hno29",none
"Ajd jour de la finale #FRAARG de la #CoupeDuMonde2022, c'est aussi la Journée internationale des migrants. 
 
 Les ma €¦ https://t.co/RMaO2YParK",none
"#2GM, #Pacifique, #Philippines, 18 décembre 1944, un typhon cause de gros dégà¢ts au sein de la IIIe flotte américai €¦ https://t.co/ZAMyUlaSCx",none
"Aujourd'hui, c'est la journée internationale des migrant ·es. Oussein et Bassaro ont tous les deux quitté le Mali po €¦ https://t.co/ehnEBu20PA",none
"Les gros clowns sont de sortie
 Le masculinisme en etendard
 Comment couler un parti : cracher pendant des mois sur l €¦ https://t.co/5vQizgvV2W",sexism
"soupe locale. Malheureusement, les NP sont formés localement et ne savent régurgiter que le BPAC et les Health Path €¦ https://t.co/ZSxrzcGg6d",none
"Jay-Z, Brad Pitt, Tony Parker... les stars investissents dans le champagne, et ça rapporte gros !  ¬‡ï¸ €¦ https://t.co/stAEPnz0ML",none
"C'est la Journée internationale des migrant ·e ·s !
 Contre la loi immigration de Darmanin et la stigmatisation des pe €¦ https://t.co/xNruWvCQn4",none
@MargauxKer @p_duval @dr_l_alexandre @elonmusk @silvano_trotta Ok Margaux sale pute. Je suis sà»re que t'es moche en €¦ https://t.co/RlCMoFImPw,hate_speech
@MargauxKer @p_duval @dr_l_alexandre @elonmusk @silvano_trotta Du coup demain tu dis à  un homo sur Twitter qu'il es €¦ https://t.co/qoVEtPN9u3,homophobia
RT @basedrightman: Les européens sont les gros pigeons de cette histoire. Comme si il n'y avait que l'Europe qui polluait €¦,hate_speech
"Supporter du foot 
 #CoupeDuMondeFIFA 
 Màªme si vous aimez le foot ne vous laissez plus manipuler par ce sport qui es €¦ https://t.co/raZGxuzDdG",none
Devenez migrant l'Etat ðŸ™Œvous offre la vie de Chà¢teau ! ðŸ¥¹ https://t.co/iK5H7iAyVz https://t.co/7NbjfZ9aer,none
"@Kako_line Merci pour la mise en avant de ce resultat et ce thread d'analyse très interessants ðŸ˜Š
 Une partie de l'ac €¦ https://t.co/kM30q6PCys",none
"Quand soudain, le gros lourd du train : ""C'est pour m'éblouir, les gambettes et les paillettes ? C'est réussi ! Moi €¦ https://t.co/3n6GBAyj0z",none
#Solidarité . Un village de la #Loire se mobilise pour aider un réfugié #ukrainien qui marche plus d'une heure chaq €¦ https://t.co/mLDYsIrlXS,none
"RT @LadyPixie6: Les gens qui utilisent l'argument de la justice réhabilitative pour défendre Quatennens, eh gros sayer :
 
 - Il a pris du su €¦",none
Gros scandale entre Gianni Infantino et Achraf Hakimi :  « Ce qui s'est passé dans le tunnel..  » https://t.co/EQXGiFctgq,none
"@NieulDe Doux dimanche en famille, chère Dianne €¦Gros bisous, Monique.ðŸ˜˜ðŸ˜˜ðŸ˜»ðŸ˜»ðŸ¦‹ðŸŒº",none
"@berclazm Reposant dimanche chère Michèle, gros bisous et affectueuses pensées €¦Monique.ðŸŽ¶ ¤ï¸ðŸˆ € ¬›ðŸ’ƒðŸ½ðŸ’",none
@CassinDe23 @catfan57200 @Coeur_Turquoise @Papounay_ @limon_jaime @Franc_de_Sousse @hagaysobol @JeanneMReinhart Mer €¦ https://t.co/AmMdLmPmOB,none
@clo1774 des ordures dans 6 mois mon maris cela fera 4 ans qu ils peut plus bouger correctement ses bras ils l ont €¦ https://t.co/k9HK162TEi,hate_speech
"chirugien ortho
 Mon mari est limité à  5kg et les bras a 110 degres consolidé sans sequelles ðŸ¤”ðŸ˜³ gros problème chez €¦ https://t.co/JxTd8l0HFY",none
"Journée internationale des migrant ·e ·s : 1er round contre la loi Darmanin
 
 ðŸ“…1er round qui démarre à  11h porte de la €¦ https://t.co/I4nRUbNCCK",none
Journée internationale des migrant ·es : lutter contre les atteintes aux droits via @MediapartBlogs https://t.co/PUSiUtYDP3,racism
"RT @TBegoud: J'ai peut àªtre (c'est confirmé) un gros cul, mais au moins je n'ai pas contribué au viol d'une vache, ni à  l'enlèvement de son €¦",sexism
"RT @lthe_z: Très anxieux pour cette finale!
 Heureusement un ami zététicien m'a dit que si on perd c'est parce qu'on aura raison de perdre c €¦",none
Je suis mort depuis que la noisette a dit dans un tiktok qu'il avait Kyks comme surnom comment ça prend ça au pied €¦ https://t.co/3gFSgK4P6J,none
RT @EyeJns: J'ai envie de montrer mais j'aime pas montrer mon gros visage https://t.co/wF69nzNdaE,none
Argentine-France : gros déséquilibre en tribune #TeamOM ðŸ”µ šªï¸ https://t.co/IbrohZvkQS,none
"RT @andre_bellemar3: @RAbsolument Après, est-ce que c'est vraiment un  « migrant marocain  » ? Rien ne le prouve sur les images, mais c'est e €¦",none
Macron donne un gros chèque aux arbitres au quoi??? Autrement je sais pas.. Le mec est trop serein. https://t.co/rkfr1WjZuA,none
